abstract_id,source_id,title,disagreement_type,pattern,recommendation,reviewer_1_name,reviewer_1_decision,reviewer_1_confidence,reviewer_2_name,reviewer_2_decision,reviewer_2_confidence,reviewer_3_name,reviewer_3_decision,reviewer_3_confidence
40976,HasBri_2025,Bridging cognitive skills and environmental awareness: critical and creative thinking as predictors of digital ecoliteracy,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
40988,RokDis_2024,Disaster Risk Reduction Education Through Digital Technologies in the Context of Education for Sustainable Development: A Curricula Analysis of Security and Defense Studies in Serbia,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
40991,Sá Edu_2018,Education for sustainable development in Portuguese universities: The key actors' opinions,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
40994,LasEnh_2024,Enhancing Sustainable Development Goal Integration in Chilean Citizenship Education: A Thematic Analysis of Textbook Content and Instructional Strategies,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
40996,ChrExa_2023,Examining Pre-Service Teachers' Critical Thinking Competences within the Framework of Education for Sustainable Development: A Qualitative Analysis,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
40997,IzqExp_2025,Exploring Pre-Service Teachers' Perceptions of the Educational Value and Benefits of Computational Thinking and Programming,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41005,MbaIns_2021,Institutionalizing the intangible through research and engagement: Indigenous knowledge and higher education for sustainable development in Zambia,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41006,BaeInt_2023,Integrating education for sustainable development in physical education: fostering critical and systemic thinking,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41010,SinMon_2019,"Monitoring of education for sustainable development in Germany - insights from early childhood education, school and higher education",partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41011,BesNeo_2015,"Neoliberalism, new public management and the sustainable development agenda of higher education: history, contradictions and synergies",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41025,ZhaSus_2026,Sustainability-Oriented Student Perspectives on University–Government–Kindergarten Collaboration in Early Childhood Teacher Education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,INCLUDE,78
41040,BilThe_2025,The role of psychoeducation for the physical and mental health of future specialists in wartime conditions,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,68,ESD & Sustainability Education Expert,EXCLUDE,70,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41044,PiaUni_2025,Universities in global transformation: Re-thinking curriculum integration and collaboration to co-create our future,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41045,KuuUni_2024,"University language students' evaluations of ecological, social, cultural and economic sustainability and their importance in language teaching",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41049,Spr(Ed_2018,(Education for) Sustainable Development in Geography Education: review and outlook from a perspective of Germany,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41065,EstDoe_2021,Does Emotional Intelligence Influence Academic Performance? The Role of Compassion and Engagement in Education for Sustainable Development,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41081,VilEva_2024,Evaluation of sustainability in university tutoring programs for educational leadership: a case study,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41094,CheHow_2023,How e-learning can accelerate education for sustainable development in higher education: A thematic review of literature,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,INCLUDE,75
41095,AbdHow_2024,"How Students’ Well-Being, Education for Sustainable Development, and Sustainable Development Relate: A Case of Prince Mohammad Bin Fahd University",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41101,SmaIns_2023,Insights and Next Challenges for the Italian Educational System to Teach Sustainability in a Global Context,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,INCLUDE,75
41105,FilInt_2015,Integrative approaches to environmental sustainability at universities: an overview of challenges and priorities,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,INCLUDE,75
41108,WesLea_2019,"Learning experiences from a time-geographic approach—commodity chains, globalization, everyday life, and sustainability in context",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41111,KryMod_2023,Modeling the Effective Digitalization of the Education Management System in the Context of Sustainable Development,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41113,WeiMod_2023,Modernization of governance at Chinese universities: Role of fossil fuels and green energy resource,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,68,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41114,HuyOpe_2025,Opening doors: Digital art in public sector accounting education for sustainable development,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,EXCLUDE,70,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41117,DisPar_2015,Participatory processes in sustainable universities - what to assess?,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41123,BesRat_2019,Rating and rewarding higher education for sustainable development research within the marketised higher education context: experiences from English universities,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41126,RekSai_2025,Sailing aboard the training ship Saltillo. An extracurricular experience in education for sustainable development,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,INCLUDE,75
41129,PérSoc_2022,Social Sciences Teaching: Building a Holistic Approach from Student Teachers' Social Representations,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41132,HicSus_2023,Sustainability infrastructure insights from a campus sustainability survey,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41136,RohSus_2024,Sustainable development goals through participatory video and digital storytelling,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,INCLUDE,78
41138,GalSus_2020,Sustainable Environments in Education: Results on the Effects of the New Environments in Learning Processes of University Students,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41143,NapThe_2022,The development of green skills across firms in the institutional context of Thailand,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41146,LamThe_2016,The interrelations between competences for sustainable development and research competences,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41148,SieThe_2021,The Microfinance Game: Experiencing the dynamics of financial inclusion in developing contexts,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41155,VääUnd_2018,Understanding Finnish student craft teachers' conceptions of sustainability,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41166,MicCha_2023,"ChatGPT, a brand-new tool to strengthen timeless competencies",partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,65,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41180,DloESD_2017,ESD principles in higher education from a perspective of Central and Eastern European countries,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41184,PomExp_2023,Exploring the role of mobile game-based apps towards a smart learning city environment - the innovation of EduCITY,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41192,RieLea_2018,Learning Objectives in Education for Sustainable Development. On the Way to Empirically Verifiable Competencies,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41195,TetNav_2025,Navigating Complex Accountabilities: Towards Collaborative Spaces in Higher Education for Sustainable Development,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41197,MatOpp_2020,Opportunity to Foster Urban Innovation Through Universities: The Case of Madrid,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41199,LohPhy_2023,Physical education teacher educators' subjective theories about sustainability and education for sustainable development,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41200,ChaPre_2024,Pre-University engagement and education for sustainable development in Aruba: The Academic Foundation Year,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,EXCLUDE,50,Climate Literacy & Green Skills Specialist,INCLUDE,82
41203,RodSci_2019,Scientific animations without borders (SAWBO): an innovative strategy for promoting education for sustainable development,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41210,WebTea_2021,Teach What You Eat: Student Biology Teachers' Intention to Teach Sustainable Nutrition,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41219,ZhoUni_2024,Universities as cities of flows: decoding cross-regional university partnerships for sustainable development in China,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41228,GalAna_2024,"Analysis of the General Skills of Graduates in Environmental Sciences: The View of Students, Teachers and Employers",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41240,StrCri_2018,Critical Thinking Development-A Necessary Step in Higher Education Transformation towards Sustainability,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41246,MisEco_2020,"Ecopedagogy: teaching critical literacies of 'development', 'sustainability', and 'sustainable development'",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41260,ZhaGre_2015,Green university initiatives in China: a case of Tsinghua University,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,82,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41291,SchSys_2018,Systems thinking within the scope of education for sustainable development (ESD) - a heuristic competence model as a basis for (science) teacher education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41296,ZhaThe_2025,The Impact of Basic Psychological Needs Satisfaction on University Teachers' Work Engagement in the Context of Education for Sustainable Development: A Chain Mediation Model,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41297,PriThe_2020,"The Online MSc in Sustainable Mountain Development at the University of the Highlands and Islands, Scotland: Experiences and Impacts",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41301,MuhTHE_2021,THE THEOCENTRIC WORLDVIEW: SUSTAINABILITY EDUCATION FOR RELIGION AND SPIRITUAL,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41304,BroTo _2023,To educate citizens and citizen-leaders for our society: Renewing character education in universities,partial,EXCLUDE(2) vs UNCERTAIN(1),Mayoria hacia EXCLUDE pero confianza promedio baja (50/100). Revisar criterios de ESD & Sustainability Education Expert y considerar revision humana.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,UNCERTAIN,10,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41312,ZidA C_2021,A Case Study on Students’ Application of Chemical Concepts and Use of Arguments in Teaching on the Sustainability-Oriented Chemistry Issue of Pesticides Use under Inclusion of Different Scientific Worldviews,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41314,IvaAca_2024,Academic education in environmental chemistry in Europe—addressing future challenges in research and regulation,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41322,SubCan_2023,Can Online Short Courses Foster Business Education for Sustainable Development?,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41325,HolCom_2021,Competencies or capabilities in the Australian higher education landscape and its implications for the development and delivery of sustainability education,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,50
41327,HouCor_2024,"Correlation Among Teacher ICT Teaching, Teacher Immediacy Behaviors, Teacher-Student Rapport, and Student Engagement in Smart Classroom Teaching",partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,72,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41330,KhaEdu_2020,Education for sustainable development in humanitarian logistics,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41334,CheEff_2022,Effects of Deliberate Practice on Blended Learning Sustainability: A Community of Inquiry Perspective,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41344,DemFut_2024,Future of Undergraduate Education for Sustainable Development Goals: Impact of Perceived Flexibility and Attitudes on Self-Regulated Online Learning,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de Lead Methodologist para entender la discrepancia.,Lead Methodologist,INCLUDE,70,ESD & Sustainability Education Expert,EXCLUDE,70,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41347,CarHig_2024,Higher education curriculum design for sustainable development: towards a transformative approach,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41352,HanInn_2021,Innovations and challenges in SDG integration and reporting in higher education: a case study from the University of South Florida,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41358,ScoLea_2017,Learning for and about sustainability in higher education - a regional perspective based on experiences from the Baltic and the Mediterranean,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,88,ESD & Sustainability Education Expert,INCLUDE,85,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41359,BouLev_2024,Leveraging ICT and Generative AI in Higher Education for Sustainable Development: The Case of a Lebanese Private University,partial,INCLUDE(2) vs EXCLUDE(1),Mayoria hacia INCLUDE. Verificar los criterios de evaluacion de Climate Literacy & Green Skills Specialist para entender la discrepancia.,Lead Methodologist,INCLUDE,78,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
41363,KamMod_2020,Modified Delphi technique in analysing contents of green skills module for design and technology subject,partial,EXCLUDE(2) vs INCLUDE(1),Mayoria hacia EXCLUDE. Verificar los criterios de evaluacion de ESD & Sustainability Education Expert para entender la discrepancia.,Lead Methodologist,EXCLUDE,70,ESD & Sustainability Education Expert,INCLUDE,78,Climate Literacy & Green Skills Specialist,EXCLUDE,70
